"participant","predicate","predicate_number","context","context_number","response"
193,"be annoyed",9,"16H",17,0.55
193,"know",11,"10L",36,0.07
193,"acknowledge",5,"1H",13,0.91
193,"pretend",15,"12H",2,0.65
193,"confess",20,"7H",24,0.26
193,"establish",1,"9H",35,0.7
193,"be right",6,"18H",6,0.76
193,"think",7,"6L",30,0.05
193,"inform",12,"19L",4,0.11
193,"hear",16,"4H",40,0.68
193,"demonstrate",18,"5H",20,0.77
193,"say",8,"17L",15,0.06
193,"confirm",4,"3H",33,0.9
193,"prove",2,"20L",27,0.26
194,"suggest",17,"10H",18,0.57
194,"think",7,"3H",33,0.14
194,"pretend",15,"19H",39,0.66
194,"admit",13,"11L",11,0.22
194,"confirm",4,"15H",34,0.08
194,"be annoyed",9,"7L",19,0.17
194,"see",19,"8L",23,0.12
194,"inform",12,"13L",26,0
194,"discover",14,"6L",30,0.68
194,"reveal",3,"5L",38,0.67
194,"say",8,"12L",28,0.15
194,"be right",6,"16H",17,0.12
194,"hear",16,"9L",16,0.59
194,"acknowledge",5,"1H",13,0.74
194,"confess",20,"14L",14,0.85
194,"demonstrate",18,"4L",12,0.17
194,"prove",2,"2H",25,0.15
194,"announce",10,"18H",6,0.26
194,"know",11,"17H",21,0.11
194,"establish",1,"20H",3,0.15
195,"be right",6,"7L",19,0.05
195,"demonstrate",18,"10H",18,0.79
195,"suggest",17,"15H",34,0.05
195,"confirm",4,"19H",39,0.04
195,"admit",13,"16H",17,0.03
195,"inform",12,"2H",25,0.06
195,"announce",10,"13H",8,0.2
195,"hear",16,"5L",38,0.01
195,"reveal",3,"11H",29,0.27
195,"discover",14,"1H",13,0.65
195,"establish",1,"9L",16,0.18
195,"acknowledge",5,"14L",14,0.67
195,"prove",2,"17L",15,0.1
195,"pretend",15,"6L",30,0.04
195,"say",8,"4L",12,0
195,"know",11,"8H",1,0.04
195,"see",19,"3L",9,0.12
195,"think",7,"20L",27,0
195,"be annoyed",9,"12L",28,0.74
195,"confess",20,"18H",6,0.53
196,"prove",2,"5L",38,0.2
196,"be annoyed",9,"3H",33,0.66
196,"think",7,"4L",12,0.03
196,"say",8,"12L",28,0.17
196,"see",19,"1H",13,0.66
196,"suggest",17,"8L",23,0.14
196,"pretend",15,"16H",17,0.28
196,"confirm",4,"10H",18,0.51
196,"confess",20,"15L",7,0.27
196,"be right",6,"19L",4,0.13
196,"hear",16,"18L",32,0.15
196,"announce",10,"2H",25,0.23
196,"acknowledge",5,"11L",11,0.17
196,"admit",13,"7L",19,0.2
196,"know",11,"6H",5,0.43
196,"demonstrate",18,"20H",3,0.49
196,"establish",1,"9H",35,0.4
196,"discover",14,"13H",8,0.51
196,"inform",12,"14H",22,0.33
196,"reveal",3,"17L",15,0.38
197,"hear",16,"7L",19,0
197,"admit",13,"11L",11,0.12
197,"discover",14,"13H",8,0.17
197,"inform",12,"17L",15,0.17
197,"pretend",15,"18L",32,0
197,"confess",20,"19L",4,0.08
197,"suggest",17,"20H",3,0.41
197,"establish",1,"10L",36,0
197,"think",7,"3L",9,0
197,"confirm",4,"9L",16,0
197,"know",11,"6H",5,0
197,"be right",6,"5H",20,0.19
197,"demonstrate",18,"2H",25,0.09
197,"be annoyed",9,"15H",34,0.83
197,"announce",10,"16H",17,0.01
197,"say",8,"4L",12,0.53
197,"reveal",3,"12H",2,0.22
197,"acknowledge",5,"8H",1,0.3
197,"see",19,"1H",13,0.88
197,"prove",2,"14L",14,0
198,"hear",16,"14H",22,0.77
198,"pretend",15,"13L",26,0.09
198,"see",19,"1H",13,0.89
198,"announce",10,"9H",35,0.3
198,"demonstrate",18,"19H",39,0.48
198,"prove",2,"17L",15,0.08
198,"be annoyed",9,"7H",24,0
198,"acknowledge",5,"2L",10,0
198,"confess",20,"3L",9,0.57
198,"think",7,"5L",38,0.22
198,"be right",6,"18L",32,0.21
198,"confirm",4,"4L",12,0
198,"suggest",17,"6H",5,0.27
198,"reveal",3,"15H",34,0.78
198,"know",11,"16L",31,0.06
198,"discover",14,"11H",29,0.64
198,"establish",1,"12H",2,0.72
198,"say",8,"8L",23,0.07
198,"admit",13,"10H",18,0.84
198,"inform",12,"20L",27,0.07
199,"be annoyed",9,"17L",15,0.39
199,"admit",13,"13L",26,0.01
199,"know",11,"18L",32,0.84
199,"inform",12,"8L",23,0.78
199,"demonstrate",18,"9L",16,0.03
199,"pretend",15,"16H",17,0.01
199,"reveal",3,"14L",14,0.52
199,"suggest",17,"20H",3,0.48
199,"think",7,"3H",33,0.09
199,"confirm",4,"5H",20,0.05
199,"announce",10,"4H",40,0.01
199,"be right",6,"11H",29,0.04
199,"acknowledge",5,"7L",19,0.02
199,"confess",20,"2L",10,0.08
199,"establish",1,"15H",34,0
199,"discover",14,"1L",37,0.01
199,"say",8,"10L",36,0.01
199,"hear",16,"19H",39,0.06
199,"prove",2,"12H",2,0.01
199,"see",19,"6H",5,0.45
200,"see",19,"10L",36,0.02
200,"acknowledge",5,"18H",6,0.64
200,"think",7,"14H",22,0.1
200,"admit",13,"1H",13,0.84
200,"announce",10,"12H",2,0.1
200,"pretend",15,"2H",25,0.07
200,"suggest",17,"17H",21,0.04
200,"inform",12,"5H",20,0.51
200,"reveal",3,"8L",23,0.17
200,"establish",1,"6L",30,0.01
200,"confirm",4,"20L",27,0.02
200,"say",8,"19H",39,0.03
200,"prove",2,"13H",8,0.47
200,"be right",6,"11L",11,0.21
200,"confess",20,"9H",35,0.48
200,"discover",14,"3L",9,0.08
200,"hear",16,"16L",31,0.28
200,"demonstrate",18,"7L",19,0.03
200,"know",11,"15L",7,0.58
200,"be annoyed",9,"4L",12,0.22
201,"inform",12,"2L",10,0.04
201,"discover",14,"7L",19,0.23
201,"reveal",3,"14H",22,0.5
201,"suggest",17,"16H",17,0.75
201,"be annoyed",9,"9H",35,0.93
201,"think",7,"20L",27,0.16
201,"know",11,"12L",28,0.5
201,"demonstrate",18,"19H",39,0.39
201,"pretend",15,"6H",5,0.33
201,"see",19,"11H",29,0.89
201,"hear",16,"17H",21,0.91
201,"admit",13,"13H",8,0.7
201,"announce",10,"10L",36,0.36
201,"confirm",4,"1L",37,0.48
201,"be right",6,"15L",7,0.06
201,"establish",1,"18L",32,0.19
201,"say",8,"3L",9,0.46
201,"confess",20,"8H",1,0.67
201,"acknowledge",5,"4L",12,0.64
201,"prove",2,"5H",20,0.84
202,"confirm",4,"12L",28,0.94
202,"establish",1,"8L",23,0.58
202,"demonstrate",18,"7H",24,0.48
202,"be annoyed",9,"20H",3,0.58
202,"pretend",15,"13L",26,0.56
202,"know",11,"16H",17,0.52
202,"confess",20,"6H",5,0.57
202,"acknowledge",5,"3L",9,0.61
202,"prove",2,"4H",40,0.49
202,"think",7,"15H",34,0.6
202,"hear",16,"11H",29,0.68
202,"suggest",17,"14L",14,0.31
202,"say",8,"9L",16,0.28
202,"admit",13,"2L",10,0.4
202,"announce",10,"17L",15,0.55
202,"discover",14,"19H",39,0.6
202,"reveal",3,"18H",6,0.3
202,"be right",6,"10L",36,0.29
202,"see",19,"1L",37,0.38
202,"inform",12,"5H",20,0.4
203,"be right",6,"12H",2,0.08
203,"know",11,"7H",24,0.04
203,"hear",16,"4L",12,0.06
203,"demonstrate",18,"16L",31,0.07
203,"suggest",17,"6H",5,0.04
203,"establish",1,"3L",9,0.01
203,"see",19,"11H",29,0.03
203,"discover",14,"15H",34,0.04
203,"be annoyed",9,"1L",37,0.05
203,"say",8,"9H",35,0.04
203,"confess",20,"17L",15,0.04
203,"reveal",3,"19H",39,0.04
203,"confirm",4,"10L",36,0
203,"inform",12,"18L",32,0.04
203,"acknowledge",5,"8L",23,0
203,"announce",10,"13H",8,0.22
203,"prove",2,"20L",27,0.02
203,"think",7,"14H",22,0.05
203,"admit",13,"2L",10,0
203,"pretend",15,"5H",20,0.03
204,"see",19,"12L",28,0.43
204,"hear",16,"18H",6,0.36
204,"be right",6,"3H",33,0.69
204,"be annoyed",9,"11L",11,0.32
204,"reveal",3,"15H",34,0.74
204,"acknowledge",5,"5H",20,0.36
204,"know",11,"7H",24,0.29
204,"demonstrate",18,"13L",26,0.24
204,"confirm",4,"8L",23,0.4
204,"establish",1,"4L",12,0.12
204,"suggest",17,"2H",25,0.36
204,"pretend",15,"6H",5,0.46
204,"admit",13,"1H",13,0.36
204,"confess",20,"20L",27,0.5
204,"say",8,"14L",14,0.62
204,"discover",14,"16H",17,0.4
204,"think",7,"19L",4,0.48
204,"announce",10,"17L",15,0.29
204,"prove",2,"9H",35,0.67
204,"inform",12,"10L",36,0
205,"acknowledge",5,"6L",30,0.88
205,"see",19,"2L",10,0.59
205,"hear",16,"14L",14,0.22
205,"suggest",17,"7H",24,0.32
205,"think",7,"9L",16,0.12
205,"pretend",15,"10H",18,0.2
205,"announce",10,"11H",29,0.19
205,"reveal",3,"1H",13,0.98
205,"prove",2,"20L",27,0
205,"establish",1,"17H",21,0.39
205,"say",8,"15L",7,0.14
205,"confess",20,"18L",32,0.4
205,"be right",6,"3H",33,0
205,"admit",13,"4L",12,0.14
205,"discover",14,"19H",39,0.99
205,"be annoyed",9,"8H",1,0.99
205,"confirm",4,"12H",2,0.13
205,"inform",12,"13H",8,0.76
205,"know",11,"5L",38,0.98
205,"demonstrate",18,"16L",31,0.65
206,"demonstrate",18,"20H",3,0.75
206,"prove",2,"3L",9,0.23
206,"inform",12,"19H",39,0.64
206,"confirm",4,"2H",25,0.58
206,"see",19,"5H",20,0.72
206,"pretend",15,"12L",28,0.03
206,"hear",16,"7H",24,0.71
206,"think",7,"10L",36,0.01
206,"discover",14,"17L",15,0.02
206,"be annoyed",9,"11L",11,0.49
206,"announce",10,"16H",17,0.84
206,"reveal",3,"6H",5,0.7
206,"admit",13,"14L",14,0.01
206,"establish",1,"4L",12,0.07
206,"suggest",17,"8L",23,0.07
206,"confess",20,"18H",6,0.51
206,"acknowledge",5,"1H",13,0.9
206,"be right",6,"13L",26,0.08
206,"know",11,"15L",7,0.76
206,"say",8,"9H",35,0.66
207,"say",8,"14H",22,0.34
207,"be right",6,"2L",10,0.64
207,"suggest",17,"9H",35,0.37
207,"confirm",4,"13L",26,0.57
207,"be annoyed",9,"6H",5,1
207,"see",19,"12L",28,1
207,"prove",2,"10H",18,0.82
207,"pretend",15,"18H",6,0
207,"announce",10,"15L",7,0.7
207,"demonstrate",18,"16H",17,0.55
207,"discover",14,"7L",19,0.85
207,"know",11,"5L",38,1
207,"think",7,"8H",1,0
207,"inform",12,"11L",11,1
207,"hear",16,"20L",27,1
207,"establish",1,"3H",33,0.85
207,"reveal",3,"1H",13,0.79
207,"confess",20,"4H",40,0.62
207,"acknowledge",5,"19L",4,0.56
207,"admit",13,"17L",15,0.86
208,"admit",13,"17H",21,0.61
208,"reveal",3,"18H",6,0.43
208,"be right",6,"7L",19,0.03
208,"suggest",17,"11H",29,0.4
208,"say",8,"5H",20,0.05
208,"inform",12,"12H",2,0.46
208,"demonstrate",18,"14L",14,0.04
208,"establish",1,"10L",36,0
208,"pretend",15,"9H",35,0.08
208,"discover",14,"3L",9,0.03
208,"be annoyed",9,"6H",5,0.05
208,"confess",20,"4L",12,0.02
208,"think",7,"1L",37,0
208,"announce",10,"20H",3,0.74
208,"acknowledge",5,"13L",26,0.02
208,"prove",2,"2L",10,0
208,"see",19,"15H",34,0.61
208,"know",11,"16H",17,0.17
208,"hear",16,"19L",4,0.02
208,"confirm",4,"8L",23,0
209,"hear",16,"18L",32,0.95
209,"discover",14,"8H",1,0.93
209,"announce",10,"6L",30,0.96
209,"be annoyed",9,"5H",20,0.92
209,"prove",2,"2H",25,0.59
209,"pretend",15,"9H",35,0.17
209,"think",7,"14L",14,0.39
209,"admit",13,"16H",17,0.74
209,"say",8,"1H",13,0.31
209,"inform",12,"12H",2,0.73
209,"confess",20,"11H",29,0.69
209,"establish",1,"15H",34,0.26
209,"confirm",4,"17L",15,0.22
209,"know",11,"10L",36,0.88
209,"see",19,"20L",27,0.56
209,"reveal",3,"4L",12,0.68
209,"acknowledge",5,"7L",19,0.77
209,"suggest",17,"13L",26,0.09
209,"be right",6,"19H",39,0.06
209,"demonstrate",18,"3L",9,0.51
210,"discover",14,"18L",32,0.45
210,"inform",12,"11H",29,0.9
210,"confirm",4,"16L",31,0.06
210,"acknowledge",5,"20H",3,0.93
210,"pretend",15,"14H",22,0.09
210,"announce",10,"10L",36,0
210,"reveal",3,"19L",4,0.56
210,"be annoyed",9,"5H",20,0.96
210,"admit",13,"6H",5,0.88
210,"demonstrate",18,"4H",40,0.63
210,"say",8,"17H",21,0.08
210,"know",11,"1H",13,0.93
210,"see",19,"12L",28,0.24
210,"suggest",17,"13L",26,0.03
210,"prove",2,"2L",10,0.05
210,"be right",6,"8L",23,0.04
210,"think",7,"3H",33,0.01
210,"confess",20,"9H",35,0.98
210,"hear",16,"7L",19,0.53
210,"establish",1,"15L",7,0.27
211,"confess",20,"7H",24,0
211,"pretend",15,"10L",36,0.09
211,"announce",10,"4H",40,0.9
211,"confirm",4,"1L",37,0.02
211,"know",11,"16H",17,1
211,"reveal",3,"6L",30,0.89
211,"discover",14,"18H",6,0.81
211,"see",19,"3L",9,0.94
211,"be right",6,"20L",27,0
211,"admit",13,"5H",20,0.17
211,"acknowledge",5,"14H",22,0.92
211,"prove",2,"15L",7,0
211,"think",7,"13H",8,0.21
211,"hear",16,"12L",28,1
211,"inform",12,"8H",1,0.89
211,"demonstrate",18,"2H",25,0.84
211,"say",8,"17H",21,0.05
211,"establish",1,"19L",4,0.01
211,"be annoyed",9,"11L",11,0
211,"suggest",17,"9L",16,0.08
212,"announce",10,"8L",23,0.78
212,"be annoyed",9,"17H",21,0.91
212,"say",8,"3L",9,0.11
212,"confirm",4,"7H",24,0.19
212,"be right",6,"1L",37,0.22
212,"suggest",17,"20H",3,0.21
212,"inform",12,"18L",32,0.82
212,"discover",14,"12H",2,0.88
212,"acknowledge",5,"10H",18,0.85
212,"confess",20,"19L",4,0.77
212,"reveal",3,"5L",38,0.87
212,"think",7,"16H",17,0.49
212,"hear",16,"9L",16,0.87
212,"establish",1,"11L",11,0.14
212,"prove",2,"6H",5,0.18
212,"see",19,"15L",7,0.77
212,"demonstrate",18,"2H",25,0.49
212,"admit",13,"14H",22,0.46
212,"know",11,"13H",8,0.83
212,"pretend",15,"4L",12,0.13
213,"be annoyed",9,"12L",28,0
213,"admit",13,"1L",37,0
213,"suggest",17,"3H",33,0
213,"confess",20,"10H",18,0
213,"pretend",15,"7L",19,0
213,"confirm",4,"13H",8,0.51
213,"say",8,"18L",32,0
213,"inform",12,"4L",12,0
213,"know",11,"5L",38,1
213,"demonstrate",18,"16H",17,0.53
213,"think",7,"15H",34,0
213,"acknowledge",5,"9H",35,0.55
213,"discover",14,"6L",30,0.99
213,"reveal",3,"20H",3,1
213,"announce",10,"2H",25,1
213,"hear",16,"11H",29,0.9
213,"be right",6,"17L",15,0.55
213,"prove",2,"14L",14,0.54
213,"see",19,"8H",1,1
213,"establish",1,"19L",4,0.84
214,"suggest",17,"12H",2,0.18
214,"see",19,"7L",19,0.05
214,"know",11,"15H",34,0.42
214,"confirm",4,"3H",33,0.5
214,"demonstrate",18,"18H",6,0.93
214,"hear",16,"5H",20,0.86
214,"inform",12,"4L",12,0.73
214,"admit",13,"20L",27,0.33
214,"be right",6,"6H",5,0.58
214,"reveal",3,"8L",23,0
214,"confess",20,"13L",26,0.1
214,"acknowledge",5,"17L",15,0.06
214,"be annoyed",9,"2H",25,0.95
214,"discover",14,"19L",4,0.12
214,"announce",10,"14H",22,0.36
214,"pretend",15,"9H",35,0.32
214,"say",8,"11L",11,0.11
214,"establish",1,"16L",31,0.26
214,"prove",2,"1H",13,1
214,"think",7,"10L",36,0.01
215,"confirm",4,"13L",26,0.25
215,"reveal",3,"20H",3,0.69
215,"announce",10,"1L",37,0.01
215,"pretend",15,"18L",32,0.23
215,"admit",13,"10L",36,0.29
215,"discover",14,"17H",21,0.78
215,"be annoyed",9,"16H",17,0.7
215,"say",8,"8H",1,0.22
215,"know",11,"3L",9,0.52
215,"be right",6,"9H",35,0.68
215,"hear",16,"15H",34,0.85
215,"inform",12,"4H",40,0.66
215,"establish",1,"19L",4,0.07
215,"prove",2,"11L",11,0.04
215,"confess",20,"5L",38,0.5
215,"suggest",17,"7H",24,0.01
215,"demonstrate",18,"12H",2,0.79
215,"see",19,"14L",14,0.01
215,"acknowledge",5,"2H",25,0.49
215,"think",7,"6L",30,0.01
216,"think",7,"9H",35,0.19
216,"pretend",15,"17L",15,0
216,"inform",12,"13L",26,0
216,"reveal",3,"12L",28,0.17
216,"establish",1,"5L",38,0
216,"demonstrate",18,"20L",27,0
216,"see",19,"18L",32,0
216,"be annoyed",9,"1H",13,0.91
216,"be right",6,"11H",29,0.12
216,"know",11,"6L",30,0.49
216,"discover",14,"4H",40,0.56
216,"acknowledge",5,"8H",1,0.25
216,"say",8,"19H",39,0.48
216,"confess",20,"10H",18,0.15
216,"suggest",17,"16L",31,0
216,"prove",2,"2H",25,0.33
216,"confirm",4,"7L",19,0.01
216,"hear",16,"15H",34,0.19
216,"admit",13,"14L",14,0.17
216,"announce",10,"3H",33,0.25
217,"confess",20,"4H",40,0.14
217,"be right",6,"17H",21,0.49
217,"confirm",4,"6H",5,0.5
217,"see",19,"13L",26,0.3
217,"suggest",17,"2H",25,0.6
217,"announce",10,"16H",17,0.63
217,"demonstrate",18,"9H",35,0.61
217,"inform",12,"1L",37,0.66
217,"acknowledge",5,"5H",20,0.68
217,"think",7,"18L",32,0.23
217,"be annoyed",9,"14L",14,0.48
217,"hear",16,"3L",9,0.63
217,"establish",1,"19H",39,0.6
217,"admit",13,"15L",7,0.49
217,"know",11,"20L",27,0.47
217,"pretend",15,"10L",36,0.64
217,"prove",2,"11H",29,0.3
217,"discover",14,"8H",1,0.3
217,"reveal",3,"7L",19,0.27
217,"say",8,"12L",28,0.49
218,"announce",10,"3H",33,0.78
218,"confess",20,"16L",31,0.63
218,"demonstrate",18,"5L",38,0.66
218,"pretend",15,"20L",27,0.63
218,"prove",2,"7L",19,0.02
218,"hear",16,"6L",30,0.12
218,"confirm",4,"15H",34,0.75
218,"see",19,"13H",8,0.78
218,"reveal",3,"12L",28,0.09
218,"admit",13,"19L",4,0.12
218,"inform",12,"2H",25,0.76
218,"be right",6,"11L",11,0.07
218,"say",8,"9H",35,0.75
218,"think",7,"17L",15,0.12
218,"discover",14,"10L",36,0.07
218,"acknowledge",5,"8H",1,0.77
218,"be annoyed",9,"1H",13,0.66
218,"establish",1,"18H",6,0.48
218,"suggest",17,"4H",40,0.89
218,"know",11,"14H",22,0.78
219,"prove",2,"4L",12,0.04
219,"hear",16,"10L",36,0.11
219,"demonstrate",18,"7L",19,0.34
219,"see",19,"20H",3,0.9
219,"acknowledge",5,"11H",29,0.99
219,"establish",1,"12L",28,0.24
219,"be annoyed",9,"2L",10,0.87
219,"reveal",3,"13L",26,0.05
219,"confess",20,"15L",7,0.72
219,"say",8,"17H",21,0.48
219,"be right",6,"14H",22,0.63
219,"discover",14,"6H",5,0.67
219,"suggest",17,"19H",39,0.08
219,"inform",12,"18H",6,0.63
219,"admit",13,"9H",35,0.56
219,"think",7,"5H",20,0.26
219,"pretend",15,"1H",13,0.64
219,"confirm",4,"3L",9,0.58
219,"know",11,"8L",23,0.4
219,"announce",10,"16L",31,0.13
220,"confirm",4,"9H",35,0.17
220,"be annoyed",9,"16L",31,0.73
220,"reveal",3,"10L",36,0.23
220,"think",7,"6H",5,0.1
220,"know",11,"18H",6,0.83
220,"announce",10,"20H",3,0.77
220,"pretend",15,"15L",7,0.38
220,"admit",13,"19L",4,0.77
220,"prove",2,"4L",12,0.15
220,"suggest",17,"13L",26,0.07
220,"be right",6,"1H",13,0.33
220,"confess",20,"8L",23,0.18
220,"inform",12,"3H",33,0.6
220,"say",8,"7L",19,0.04
220,"discover",14,"12H",2,0.66
220,"hear",16,"17L",15,0.06
220,"acknowledge",5,"5L",38,0.48
220,"establish",1,"11H",29,0.16
220,"demonstrate",18,"14H",22,0.08
220,"see",19,"2H",25,0.78
221,"say",8,"3H",33,0.5
221,"think",7,"7L",19,0.68
221,"demonstrate",18,"20L",27,0.29
221,"establish",1,"15H",34,0.64
221,"be right",6,"14L",14,0.04
221,"know",11,"11L",11,0.13
221,"inform",12,"17H",21,0.61
221,"confirm",4,"16L",31,0.18
221,"admit",13,"10H",18,0.65
221,"be annoyed",9,"19H",39,0.88
221,"confess",20,"5L",38,0.54
221,"discover",14,"4H",40,0.72
221,"suggest",17,"18H",6,0.52
221,"hear",16,"1H",13,0.82
221,"pretend",15,"13H",8,0.56
221,"prove",2,"6L",30,0.49
221,"reveal",3,"9H",35,0.64
221,"acknowledge",5,"2L",10,0.08
221,"announce",10,"12L",28,0.07
221,"see",19,"8L",23,0.18
222,"inform",12,"10L",36,0.09
222,"think",7,"4H",40,0.02
222,"hear",16,"1H",13,0.96
222,"say",8,"11H",29,0.07
222,"demonstrate",18,"6L",30,0.15
222,"announce",10,"2H",25,0.11
222,"pretend",15,"7H",24,0.02
222,"be annoyed",9,"3H",33,0.01
222,"be right",6,"18L",32,0.09
222,"acknowledge",5,"19L",4,0.12
222,"prove",2,"13H",8,0.26
222,"discover",14,"12L",28,0.02
222,"reveal",3,"5L",38,0.04
222,"know",11,"17L",15,0.08
222,"confess",20,"8L",23,0.06
222,"confirm",4,"20H",3,0.16
222,"establish",1,"9L",16,0.12
222,"suggest",17,"15H",34,0.19
222,"see",19,"14L",14,0.02
222,"admit",13,"16H",17,0.12
223,"establish",1,"2L",10,0.13
223,"think",7,"20L",27,0.05
223,"know",11,"3H",33,1
223,"be annoyed",9,"14H",22,1
223,"say",8,"16L",31,0.01
223,"announce",10,"17L",15,0.01
223,"discover",14,"4L",12,0.82
223,"inform",12,"5H",20,1
223,"confirm",4,"1L",37,0.59
223,"admit",13,"10H",18,0.99
223,"suggest",17,"7L",19,0.02
223,"acknowledge",5,"12L",28,0.03
223,"prove",2,"6H",5,0.03
223,"reveal",3,"8H",1,0.02
223,"pretend",15,"15L",7,0.03
223,"see",19,"9H",35,1
223,"demonstrate",18,"11H",29,0.02
223,"hear",16,"18H",6,0.89
223,"confess",20,"19L",4,0.01
223,"be right",6,"13H",8,0.04
224,"pretend",15,"13L",26,0.04
224,"demonstrate",18,"18H",6,0.23
224,"announce",10,"11H",29,0.7
224,"see",19,"16H",17,0.87
224,"know",11,"7L",19,0.9
224,"think",7,"14L",14,0.17
224,"admit",13,"20L",27,0.11
224,"confess",20,"17H",21,0.73
224,"establish",1,"9L",16,0.12
224,"hear",16,"19L",4,0.04
224,"prove",2,"15H",34,0.95
224,"suggest",17,"12H",2,0.9
224,"confirm",4,"5L",38,0.05
224,"discover",14,"10H",18,0.83
224,"be right",6,"8L",23,0.02
224,"inform",12,"4H",40,0.92
224,"say",8,"2H",25,0.92
224,"acknowledge",5,"1L",37,0
224,"reveal",3,"3L",9,0.03
224,"be annoyed",9,"6H",5,0.89
225,"think",7,"15H",34,0.43
225,"confirm",4,"2H",25,0.1
225,"prove",2,"7H",24,0.5
225,"suggest",17,"19L",4,0.49
225,"reveal",3,"11L",11,0.19
225,"discover",14,"18H",6,0.75
225,"be annoyed",9,"4H",40,0.82
225,"pretend",15,"16L",31,0.11
225,"confess",20,"20L",27,0.8
225,"hear",16,"10L",36,0.84
225,"be right",6,"8H",1,0.12
225,"demonstrate",18,"17L",15,0.51
225,"inform",12,"12L",28,0.78
225,"say",8,"13L",26,0.16
225,"establish",1,"9H",35,0.18
225,"admit",13,"5H",20,0.72
225,"see",19,"3L",9,0.51
225,"know",11,"1L",37,0.94
225,"announce",10,"6H",5,0.5
225,"acknowledge",5,"14H",22,0.6
226,"think",7,"15L",7,0.07
226,"demonstrate",18,"3H",33,0.09
226,"establish",1,"19L",4,0
226,"admit",13,"17L",15,0.29
226,"say",8,"11H",29,0.08
226,"inform",12,"2H",25,0.61
226,"prove",2,"18H",6,0.21
226,"see",19,"14H",22,0.75
226,"pretend",15,"5L",38,0
226,"hear",16,"9L",16,0.74
226,"announce",10,"20L",27,0.55
226,"acknowledge",5,"13L",26,0.2
226,"reveal",3,"4L",12,0.71
226,"suggest",17,"12H",2,0.39
226,"confess",20,"16H",17,0.63
226,"know",11,"8L",23,0.64
226,"discover",14,"1H",13,1
226,"be annoyed",9,"6L",30,1
226,"be right",6,"10H",18,0.42
226,"confirm",4,"7H",24,0.17
227,"admit",13,"17H",21,0.19
227,"reveal",3,"13H",8,0.79
227,"suggest",17,"11L",11,0.13
227,"announce",10,"5H",20,0.3
227,"hear",16,"19L",4,0.09
227,"be annoyed",9,"7L",19,0.87
227,"pretend",15,"10L",36,0
227,"know",11,"4H",40,0.83
227,"confess",20,"20L",27,0
227,"inform",12,"18L",32,0
227,"see",19,"9H",35,0.66
227,"prove",2,"16L",31,0
227,"be right",6,"12L",28,0
227,"confirm",4,"1H",13,0.93
227,"say",8,"3L",9,0
227,"establish",1,"8H",1,0.23
227,"demonstrate",18,"14H",22,0.25
227,"acknowledge",5,"15H",34,0.71
227,"discover",14,"6L",30,0.22
227,"think",7,"2H",25,0.3
228,"be right",6,"19H",39,0.75
228,"pretend",15,"2H",25,0.14
228,"announce",10,"20L",27,0
228,"establish",1,"14H",22,0.46
228,"suggest",17,"4L",12,0.01
228,"see",19,"7H",24,0.03
228,"be annoyed",9,"16H",17,0.38
228,"hear",16,"12L",28,0.01
228,"know",11,"10L",36,0.03
228,"discover",14,"3H",33,0.21
228,"think",7,"8L",23,0
228,"confirm",4,"17L",15,0.01
228,"acknowledge",5,"5L",38,0.22
228,"reveal",3,"18L",32,0.08
228,"admit",13,"9H",35,0.49
228,"demonstrate",18,"6H",5,0.02
228,"confess",20,"1H",13,0.98
228,"say",8,"15L",7,0.03
228,"prove",2,"13L",26,0.01
228,"inform",12,"11H",29,0.56
229,"pretend",15,"20H",3,0.05
229,"acknowledge",5,"6L",30,0.04
229,"hear",16,"11L",11,0.05
229,"demonstrate",18,"4L",12,0.15
229,"inform",12,"10L",36,0.01
229,"admit",13,"7H",24,0.03
229,"announce",10,"3L",9,0.07
229,"prove",2,"14H",22,0.04
229,"suggest",17,"1H",13,0.04
229,"be annoyed",9,"18H",6,0.04
229,"establish",1,"2L",10,0.04
229,"confess",20,"5H",20,0.05
229,"reveal",3,"17L",15,0.04
229,"discover",14,"16H",17,0.14
229,"think",7,"15H",34,0.1
229,"know",11,"8H",1,0
229,"say",8,"19L",4,0.05
229,"see",19,"9L",16,0.1
229,"confirm",4,"13L",26,0.01
229,"be right",6,"12H",2,0.01
230,"announce",10,"1H",13,0.78
230,"be annoyed",9,"16L",31,0.83
230,"suggest",17,"14L",14,0.2
230,"prove",2,"4H",40,0.09
230,"know",11,"15H",34,0.61
230,"hear",16,"18L",32,0.11
230,"be right",6,"8H",1,0.56
230,"pretend",15,"17H",21,0.74
230,"establish",1,"5L",38,0.41
230,"inform",12,"11H",29,0.64
230,"say",8,"3L",9,0.61
230,"confirm",4,"10H",18,0.68
230,"demonstrate",18,"20L",27,0.21
230,"reveal",3,"9L",16,0.18
230,"see",19,"12H",2,0.73
230,"admit",13,"6H",5,0.34
230,"confess",20,"19L",4,0.11
230,"acknowledge",5,"2L",10,0.6
230,"discover",14,"7L",19,0.18
230,"think",7,"13H",8,0.59
231,"confess",20,"4L",12,0.03
231,"admit",13,"12L",28,0
231,"discover",14,"8H",1,0.42
231,"think",7,"11L",11,0.32
231,"know",11,"18L",32,0.28
231,"say",8,"17L",15,0.18
231,"acknowledge",5,"2H",25,0.48
231,"hear",16,"5L",38,0.09
231,"prove",2,"1L",37,0.11
231,"be right",6,"10H",18,0.65
231,"be annoyed",9,"15H",34,0.36
